Lnumber,LID_CSV,LitList
975,L01161,"Ogawa K. (1952) Chromosome studies in the Myriapoda VI. A study on the sex-chromosomes in two allied species of chilopods. Annotationes Zoologicae Japonenses, 25(4): 434–440."
976,L01189,"小川 一男 (1952) 唇脚類の核型より觀た類縁関係. 動物学雑誌, 61(3–4): 98."
977,L01651,"小川 一男 (1952) 多足類の染色体研究 第IV報 唇脚類5種の染色体について. 遺傳の綜合研究, 3: 35–39."
978,L01192,"小川 一男 (1954) アカムカデにみられた複雑な新型複合性染色体. 動物学雑誌, 63(3–4): 111."
979,L00625,"小川 一男 (1955) 多足類の染色体研究 第VIII報. X線によるゲジの性染色体の切断. 動物学雑誌, 64(5): 167–170."
980,L00626,"小川 一男 (1955) 多足類の染色体研究 第XI報. X線によるナガゲジムカデの大型染色体の切断とその行動. 動物学雑誌, 64(9): 291–293."
981,L01162,"Ogawa K. (1955) Chromosome studies in the Myriapoda X. An X-2Y type of sex-determining mechanism found in <i>Otocryptops</i> sp. Annotationes Zoologicae Japonenses, 28(4): 244–248."
982,L00627,"小川 一男 (1957) 多足類の染色体研究 第XI報. アカムカデの一種の精巣内に見られた著しい多極減数分裂. 動物学雑誌, 66(4): 195–197."
983,L00629,"小川 一男 (1961) 多足類の染色体研究 XIV. 唇脚類4種の染色体（補報）. 動物学雑誌, 70(6): 171–174."
984,L00630,"小川 一男 (1961) 多足類の染色体研究 XV. アカムカデ<i>Otocryptops sexspinosus</i> (Say)における個体的に異る3つの核型（予報）. 動物学雑誌, 70(6): 176–179."
985,L00631,"小川 一男 (1961) 多足類の染色体研究 XVI. 唇脚類5種の染色体. 動物学雑誌, 70(7): 203–206."
986,L00628,"小川 一男 (1961) 多足類の染色体研究 第XIII報. <i>Otocryptops rubiginosus</i> (L. Koch)にみられた性染色体の3型について（予報）. 遺伝学雑誌, 36(3–4): 122–128."
987,L00632,"小川 一男 (1966) 多足類の染色体研究, XVII. アカムカデ属（唇脚類）についての細胞学的並びに分布学的考察. 動物分類学会誌, (2): 1–6."
988,L00418,"大場 信義 (1997) イリオモテボタルの飼育. 横須賀市博物館研究報告. 自然科学, (45):51–55."
989,L01551,大森 康正・佐々木 紀夫 (1976) エゾフジヤスデの家屋内浸入とその対策 —その後の成績—. 27(1): 50.
990,L01550,"大森 康正・鈴木 俊夫・石郷岡 清基・佐々木 紀夫 (1975) エゾフジヤスデの家屋内浸入とその対策. 衛生動物, 25(4): 327."
991,L01206,"大野 正男 (1985) 動物相から見た房総. p. 266–271. In: 「房総の生物」編集委員会. 房総の生物. 河出書房新社, 東京. 292 pp."
992,L01645,"大類 正久 (1975) 伊豆 穴の原溶岩洞調査記 (1) — 成因と形状 —. 生物の科学「遺伝」, 29(2): 49–55."
993,L01646,"大類 正久 (1975) 伊豆 穴の原溶岩洞調査記 (2) — 植生と動物 —. 生物の科学「遺伝」, 29(12): 45–52."
994,L01316,"大類 正久 (1985) 元箱根におけるキシャヤスデの群遊. 大涌谷自然科学館調査研究報告, (5): 33–34."
995,L00892,"大類 正久 (1997) 西相―伊豆地域の多足類. Takakuwaia, (29): 18–21."
996,L01298,"大類 正久 (2000) 西相模—伊豆地域の多足類. 平塚市博物館研究報告. 自然と文化, (23): 1–21."
997,L01179,"岡田 要・内田 亨・浅沼 靖・阿部 徹・井伊 直愛・伊藤 猛夫・今村 泰二・入江 春彦・岩田 文男・岩田 正俊・石井 圭一・上野 益三・内尾 高保・内海 冨士夫・江口 元起・大渕 真龍・奥川 一之助・加藤 光次郎・川村 多実二・蒲生 重男・久保 伊津男・熊野 正雄・斎藤 勲・齋藤 三郎・斎藤 実・酒井 恒・椎野 季雄・鈴木 正將・高島 春雄・高橋 敬三・田中 於菟彦・谷田 専治・時岡 隆・中井 甚二郎・中世古 幸次郎・長尾 善・羽田 良禾・福井 玉夫・柳生 亮三・山口 英二・山下 次郎・山下 真弓・山本 孝吉・三宅 貞祥・三好 保徳・森川 国康 (1960) 原色動物大圖鑑 第IV巻. 北隆館, 東京. 247 pp."
998,L00268,"岡崎 常太郎・関口 晃一 (1941) 淺間高原の蜘蛛類及び多足類. Acta Arachnologica, 6(2): 50–59."
999,L01713,奥村 賢一・松尾 公則 (2022) 長崎県でのヤンバルトサカヤスデ<i>Chamberlinius hualienensis</i> Wang 1956の発見.
1000,L00267,"奥村 多忠 (1911) 多足類の分泌物. 動物学雑誌, 23(274): 474–476."
1001,L00552,"大嶺 哲雄 (1962) 沖縄産倍脚類目録. 沖大論叢, 2(1): 1–6."
1002,L00023,"大嶺 哲雄 (1963) 伊平屋島に於ける動物相についての調査報告（主として多足類、陸産貝、その昆虫分布資料）. 沖大論叢, 3(2): 86–103."
1003,L00688,"大嶺 哲雄 (1964) 沖縄産脣足類目録. 沖大論叢, 5(1): 1–5."
1004,L00430,"大嶺 哲雄 (1965) 沖縄新産のヤスデ類について. 沖縄生物学会誌, 2(4): 45–49."
1005,L00553,"大嶺 哲雄 (1965) 沖縄産倍足類とその分布について. 沖大論叢, 6(1): 1–15."
1006,L00313,"大嶺 哲雄 (1968) 琉球列島から採集された数種のヤスデ類について. Takakuwaia, (1): 1–3."
1007,L00689,"大嶺 哲雄 (1969) 沖縄産のムカデ類. 沖大論叢, 9(1): 269–298."
1008,L00690,"大嶺 哲雄 (1975) 本部半島 動物相の第一次調査報告 —主として昆虫及びその他陸産動物—. 沖大論叢. 人文科学・社会科学・自然科学・英語英文学, 1(1): 81–96."
1009,L01113,"Omine T. (1977) An outline of Myriapoda fauna in Takara-jima and Nakano-shima, the Tokara Islands. p. 151–162. In: Ikehara S. (ed.) Ecological studies of nature conservation of the Ryukyu Islands - (III). University of the Ryukyus, Naha. 202 pp."
1010,L01358,"大嶺 哲雄 (1980) 沖縄のムカデ・ヤスデ類. 動物と自然, 10(8): 24–30."
1011,L00691,"大嶺 哲雄 (1980) 沖繩本島中部（中城湾沿岸を中心とする）動物相概観 —1975年3月調査より—. 沖縄大学紀要, (1): 137–181."
1012,L01364,"大嶺 哲雄 (1983) ヤスデ. p. 727–728. In: 沖繩大百科事典刊行事務局 (編) 沖繩大百科事典 下巻. 沖縄タイムス, 那覇. 1010 pp."
1013,L01210,"大嶺 哲雄 (1984) 琉球列島の多足類. p. 321–335. In: 日本生物教育会沖縄大会「沖縄の生物」編集委員会 (編) 沖縄の生物. 沖縄生物教育研究会, 那覇. 409 pp."
1014,L01115,大嶺 哲雄 (1987) 国頭地域のムカデ類. p. 37–39. In: 沖縄県教育委員会 (編) 沖縄島国頭地域の貴重動物. 沖縄県教育委員会. 61 pp.
1015,L01116,大嶺 哲雄 (1987) 国頭地域のヤスデ類. p. 40–42. In: 沖縄県教育委員会 (編) 沖縄島国頭地域の貴重動物. 沖縄県教育委員会. 61 pp.
1016,L00555,"大嶺 哲雄 (1995) 基地内の自然環境と生態系 —嘉手納基地弾薬庫地区の土壌生物—. 沖縄大学紀要, (12): 31–78."
1017,L00693,"大嶺 哲雄 (2000) 私の百足(むかで)人生と沖縄大学 —大学と共に研究と教育四十年—. 沖縄大学紀要, (17): 55–74."
1018,L00431,"大嶺 哲雄 (2000) 7. 多足類. p. 113–125. In: 環境庁委託業務報告書 奄美大島希少野生生物調査報告書. 自然環境研究センター, 東京."
1019,L01640,"大嶺 哲雄 (2002) 琉球弧の多足類分布特性. p. 151–162. In: 木村 政昭 (編) 琉球弧の成立と生物の渡来. 沖縄タイムス, 那覇. 206 pp."
1020,L00556,"大嶺 哲雄・伊藤 嘉昭 (1998) 沖縄やんばるの森林におけるマクロ土壌動物の個体数と多様性 —森林下生えの刈り取りとも関連して—. 沖縄大学紀要, (15): 131–159."
1021,L00694,"大嶺 哲雄・中玉利 澄男・高嶺 英恒 (1982) 西表島中央部の土壌動物相 —主としてササラダニ類, ムカデ類・ヤスデ類及びアリ類—（予報）. 沖縄大学紀要, (2): 97–139."
1022,L00554,"大嶺 哲雄・中玉利 澄男・高嶺 英恒 (1983) 硫黄鳥島の土壌動物 第一回調査（多足類・アリ・ササラダニ類を中心にして）. 沖縄大学紀要, (3): 11–39."
1023,L00981,"大嶺 哲雄・中玉利 澄男・高嶺 英恒 (1984) 国頭村大国林道の道路側溝に落下した土壌動物相（予報）. 沖縄生物学会誌, (22): 71–78."
1024,L00686,"大村 尚・桑原 保正・田辺 力 (2001) <i>E</i>-及び<i>Z</i>-1-nitro-2-phenylethylene : ウチカケヤスデの防御物質. 衛生動物, 50(2): 159."
1025,L00687,"大村 尚・桑原 保正・田辺 力 (2001) マクラギヤスデの警報フェロモン. 日本応用動物昆虫学会大会講演要旨, (45): 156."
1026,L01132,"Ômura H., Kuwahara Y. and Tanabe T. (2002) 1-octen-3-ol together with geosmin: new secretion compounds from a polydesmid millipede, <i>Niponia nodulosa</i>. Journal of Chemical Ecology, 28(12): 2601–2612."
1027,L01163,"Ômura H., Kuwahara Y. and Tanabe T. (2002) Species-specific chemical compositions of defense secretions from <i>Parafontaria tonominea</i> Attems and <i>Riukiaria semicircularis semicircularis</i> Takakuwa (Polydesmida: Xystodesmidae). Applied Entomology and Zoology, 37(1): 73–78."
1028,L00817,"小野 展嗣 (1992) 多足類学の発展を祈って. Takakuwaia, (24): 25–26."
1029,L00286,"小野 展嗣 (2008) 多足亜門 Subphylum Myriapoda. 多足亜門分類表. p. 276–296, 423–425, 453–455. In: 石川 良輔 (編) 節足動物の多様性と系統. バイオディバーシティ・シリーズ 6. 裳華房, 東京. 516 pp. ISBN-13: 978-4-7853-5829-7."
1030,L01309,小野 嘉明・植松 辰美 ([1962]) III 生物. 屋島洞穴の動物について. p. 45–48. In: 観光学術読本 屋島. 高松市商工観光課. 109 pp.
1031,L00394,"大阪市立自然史博物館 (1964) 故高桑良興博士の多足類関係の文献. Atypus, (33–34): 53–63."
1032,L01421,"Özdikmen H. (2007) A nomenclatural act on Myriapoda: replacement names for homonymous generic names of a millipede and a centipede (Myriapoda: Diplopoda and Chilopoda). Munis Entomology & Zoology Journal, 2(2): 433–435."
1033,L00121,"Paik K. Y. (1958) A list of Chilopoda, Symphyla and Diplopoda from Korea. Theses collection of Kyungpook University, 2: 351–369."
1034,L01272,"Paik K. Y. (1963) Survey of the myriapods of Mt. Sokkri, Chungcheung-pookto, Korea. Theses collection of Kyungpook University, 7(2): 33–42."
1035,L01602,"Pérez-Gelabert D. E. and Edgecombe G. D. (2013) Scutigeromorph centipedes (Chilopoda: Scutigeromorpha) of the Dominican Republic, Hispaniola. Novitates Caribaea, 6: 36–44."
1036,L00122,"Peters W. C. H. (1864 (not 1865)) Hr. W. Peters gab eine Übersicht der im Königl. zoologischen Museum befindlichen Myriopoden aus der Familie der <i>Polydesmi</i>, so wie Beschreibungen einer neuen Gattung, <i>Trachyjulus</i>, der <i>Juli</i> und neuer Arten der Gattung <i>Siphonophora</i>. Monatsberichte der Königlich Preussischen Akademie der Wissenschaften zu Berlin, 1864(7): 529–551."
1037,L01043,"Pocock R. I. (1894 (not 1893)) Contributions to our knowledge of the Arthropod fauna of the west Indies. Part III. Diplopoda and Malacopoda, with a supplement on the Arachnida of the class Pedipalpi. Journal of the Linnean Society of London, 24(157): 473–544."
1038,L00124,"Pocock R. I. (1895) Report upon the Chilopoda and Diplopoda obtained by P. W. Bassett-Smith, Esq., Surgeon R.N., and J. J. Walker, Esq., R.N., during the cruise in the Chinese Seas of H.M.S.'Penguin', Commander W. U. Moore commanding. Annals and Magazine of Natural History, (6)15(85–90): 346–368."
1039,L01032,"Pocock R. I. (1903) LI.—Remarks upon the morphology and systematics of certain Chilognathous diplopods. Annals and Magazine of Natural History, (7)12(71): 515–532."
1040,L01245,"Read H. J. (2008) Records of millipedes from Kew Gardens and the Eden Project, including descriptions of three species. Bulletin of the British Myriapod & Isopod Group, 23: 27–35."
1041,L01445,"Read H. J. and Enghoff H. (2023) On the species names of some British millipedes. Bulletin of the British Myriapod & Isopod Group, 35: 43–44."
1042,L01084,"Reeves W. K. (2017) Discovery of an exotic population of <i>Thereuonema tuberculata</i> (Chilopoda: Scutigeromorpha), the Japanese House Centipede, in Ohio, U.S.A. The American Midland Naturalist, 177(1): 162–164."
1043,L01603,"Reeves W. K. and Miller M. M. (2022) <i>Thereuonema tuberculata</i> (Wood, 1862) (Chilopoda, Scutigeromorpha, Scutigeridae) from forested habitats in North America. Check List, 18(2): 431–434."
1044,L01528,"Regier J. C., Shultz J. W., Zwick A., Hussey A., Ball B., Wetzer R., Martin J. W. and Cunningham C. W. (2010) Arthropod relationships revealed by phylogenomic analysis of nuclear protein-coding sequences. Nature, 463: 1079–1083."
1045,L01159,"Richardson D. J. (2006) Life Cycle of <i>Oligacanthorhynchus tortuosa</i> (Oligacanthorhynchidae), an Acanthocephalan of the Virginia Opossum (<i>Didelphis virginiana</i>). Comparative Parasitology, 73 (1): 1–6."
1046,L01137,"Rochaix B. (1954) Symphyles du Japon. Acta Arachnologica, 13(3–4): 107–109."
1047,L01345,"Rodriguez J., Jones T. H., Sierwald P., Marek P. E., Shear W. A., Brewer M. S., Kocot K. M. and Bond J. E. (2018) Step-wise evolution of complex chemical defenses in millipedes: a phylogenomic approach. Scientific Reports, 8: 3209."
1048,L00436,"Roques A. and Lees D. (2010) Introductory notes to factsheets Chapter 14. BioRisk, 4(2): 855–1021."
1049,L01712,"斉藤 一三・平社 俊之助・海野 登久子 (1966) ヤケヤスデに対する各種殺虫剤の効力について. 衛生動物, 17(1): 77–78."
1050,L00349,"Saito S. (1967) Productivity of high and low density populations of <i>Japonaria laminata armigera</i> (Diplopoda) in a warm temperate forest ecosystem, Researches on Population Ecology, 9(2): 153–166."
1051,L00759,"斎藤 晋 (1980) 千葉県清澄山におけるキシャヤスデ個体群. Takakuwaia, (12): 5–6."
1052,L00823,"斎藤 晋 (1992) 篠原先生と清澄山のキシャヤスデ. Takakuwaia, (24): 29."
1053,L01283,"佐藤 英文 (1990) ムカデはカニムシを食べるか. Edaphologia, (43): 55."
1054,L00824,"佐藤 英文 (1992) 旗手としての篠原先生. Takakuwaia, (24): 29–30."
1055,L01629,"佐藤 英文・高野 光男・中島 秀雄 (1988) 三浦半島大楠山とその周辺の節足動物相 (特に蛾類・多足類・カニムシ類について). p. 12–24. In: 昭和63年度 研究論文集. 神奈川県私立中学高等学校協会, 神奈川."
1056,L00259,"佐藤 卓・平内 好子・松村 勉 (1995) 瀬戸蔵山ブナ林の森林構造と土壌動物相. 富山市科学博物館研究報告, (18): 19–29."
1057,L00596,"佐藤 恵美・渡邉 季誠・井上 康介 (2016) ヤスデの歩行パターン調節に関する実験的および構成論的検討. 精密工学会学術講演会講演論文集, 345–346."
1058,L01704,Scheller U. (1982) Symphyla. p. 688–689. In: Parker S. P. (ed.) Synopsis and classification of living organisms. McGraw-Hill. ISBN-13: 978-0-07079031-5.
1059,L01706,Scheller U. (1982) Pauropoda. p. 724–726. In: Parker S. P. (ed.) Synopsis and classification of living organisms. McGraw-Hill. ISBN-13: 978-0-07079031-5.
1060,L01281,"Scheller U. (1994) A new Scolopendrellidae species (Myriapoda: Symphyla) from the northern Mariana Islands, Micronesia, with a list of the west Pacific Symphyla species. Natural History Research Special Issue, (1): 251–256."
1061,L01576,"Schileyko A. A. (1995) The scolopendromorph centipedes of Vietnam (Chilopoda Scolopendromorpha). Part 2. Arthropoda Selecta, 4(2): 73–87."
